,content,name
KFZ Handel Tieber Michael,"{""addr:city"": ""Gleisdorf"", ""addr:country"": ""AT"", ""addr:housenumber"": ""13"", ""addr:postcode"": ""8200"", ""addr:street"": ""F\u00c3\u00bcrstenfelder Stra\u00c3\u0178e"", ""at_bev:addr_date"": ""2018-10-01"", ""brand"": ""alle Marken"", ""car:aircondition"": ""yes"", ""car:bodywork"": ""yes"", ""car:glass"": ""yes"", ""car:motor"": ""yes"", ""car:parts"": ""yes"", ""car:repair"": ""yes"", ""car:sales"": ""yes;used"", ""car:transmission"": ""repair"", ""car:tyres"": ""yes"", ""email"": ""kfz-tieber@gmx.at"", ""motorcycle:repair"": ""yes"", ""name"": ""KFZ Handel Tieber Michael"", ""opening_hours"": ""Mo-Sa 08:00-18:00"", ""operator"": ""Michael Tieber"", ""payment:coins"": ""yes"", ""payment:notes"": ""yes"", ""phone"": ""+436649995054"", ""second_hand"": ""yes"", ""shop"": ""car"", ""smoking"": ""outside"", ""source"": ""local knowledge;gps"", ""start_date"": ""01.07.2013"", ""website"": ""https://www.kfz-tieber.at/"", ""wheelchair"": ""yes"", ""address"": ""F\u00fcrstenfelder Stra\u00dfe 13, 8200 Gleisdorf, Austria""}",KFZ Handel Tieber Michael
Pirker & Kampl,"{""addr:city"": ""Unzmarkt-Frauenburg"", ""addr:country"": ""AT"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""8800"", ""addr:street"": ""K\u00c3\u00a4rntnerstra\u00c3\u0178e"", ""name"": ""Pirker & Kampl"", ""phone"": ""+43 664/5047518"", ""service"": ""repair"", ""shop"": ""car_repair"", ""address"": ""K\u00e4rntnerstra\u00dfe 23, 8800 Unzmarkt-Frauenburg, Austria""}",Pirker & Kampl
Josef Kurzmann,"{""name"": ""Josef Kurzmann"", ""shop"": ""car_repair"", ""address"": ""Waltendorfer Hauptstra\u00dfe 19a, 8010 Graz, Austria""}",Josef Kurzmann
StÃ¶gerer,"{""addr:city"": ""Friedberg"", ""addr:housenumber"": ""204"", ""addr:postcode"": ""8240"", ""addr:street"": ""Ehrenschachen"", ""name"": ""St\u00c3\u00b6gerer"", ""shop"": ""car_repair"", ""address"": ""Ehrenschachenstra\u00dfe 204, 8240 Friedberg, Austria""}",StÃ¶gerer
Rebikel,"{""addr:city"": ""Graz"", ""addr:country"": ""AT"", ""addr:housenumber"": ""38"", ""addr:postcode"": ""8020"", ""addr:street"": ""Keplerstra\u00c3\u0178e"", ""amenity"": ""bicycle_repair_station"", ""contact:email"": ""office@rebikel.at"", ""contact:phone"": ""+436765019070"", ""contact:website"": ""http://www.rebikel.at/"", ""name"": ""Rebikel"", ""opening_hours"": ""Tu-Fr 13:00-18:00"", ""operator"": ""Rebikel"", ""service:bicycle:mtb"": ""yes"", ""service:bicycle:parts"": ""yes"", ""service:bicycle:pump"": ""yes"", ""service:bicycle:repair"": ""yes"", ""service:bicycle:retail"": ""yes"", ""service:bicycle:second_hand"": ""yes"", ""service:bicycle:tools"": ""yes"", ""shop"": ""bicycle"", ""wheelchair"": ""no"", ""address"": ""Keplerstra\u00dfe 38, 8020 Graz, Austria""}",Rebikel
KFZ Karner,"{""addr:city"": ""Fohnsdorf"", ""addr:country"": ""AT"", ""addr:housenumber"": ""6"", ""addr:postcode"": ""8753"", ""addr:street"": ""Buchengasse"", ""email"": ""office@kfz-karner.at"", ""name"": ""KFZ Karner"", ""opening_hours"": ""Mo-Fr 08:00-12:00,13:00-17:00"", ""phone"": ""+43 676 6491071"", ""shop"": ""car_repair"", ""website"": ""www.kfz-karner.at"", ""address"": ""Buchengasse 6, 8753 Fohnsdorf, Austria""}",KFZ Karner
MittermÃ¼ller,"{""addr:city"": ""Hart bei Graz"", ""addr:country"": ""AT"", ""addr:housenumber"": ""11-13"", ""addr:postcode"": ""8075"", ""addr:street"": ""Industriestra\u00c3\u0178e"", ""contact:phone"": ""+43 664 203 54 60"", ""name"": ""Mitterm\u00c3\u00bcller"", ""opening_hours"": ""Mo-Fr 07:00-12:00, 12:45-16:30; Sa-Su off"", ""shop"": ""car_repair"", ""website"": ""http://www.mitterm\u00c3\u00bcller.cc"", ""address"": ""Industriestra\u00dfe 11-13, 8075 Hart bei Graz, Austria""}",MittermÃ¼ller
Jud&Kleissner. KFZ Technik,"{""addr:city"": ""Knittelfeld"", ""addr:country"": ""AT"", ""addr:housenumber"": ""159"", ""addr:postcode"": ""8720"", ""addr:street"": ""Kameokastra\u00c3\u0178e"", ""building"": ""yes"", ""contact:facebook"": ""https://de-de.facebook.com/jk.kfztechnik/"", ""name"": ""Jud&Kleissner. KFZ Technik"", ""phone"": ""+43 660 8911826"", ""service"": ""repair"", ""shop"": ""car_repair"", ""address"": ""Kameokastra\u00dfe 159, 8720 Knittelfeld, Austria""}",Jud&Kleissner. KFZ Technik
KFZ Ilhan POLAT,"{""addr:city"": ""Neunkirchen"", ""addr:country"": ""AT"", ""addr:housenumber"": ""34"", ""addr:postcode"": ""2620"", ""addr:street"": ""Wenischgasse"", ""name"": ""KFZ Ilhan POLAT"", ""shop"": ""car_repair"", ""address"": ""Wenischgasse 34, 2620 Neunkirchen, Austria""}",KFZ Ilhan POLAT
Fahrzeugtechnik Koglbauer GmbH,"{""addr:city"": ""Ternitz"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""2630"", ""addr:street"": ""Industriestra\u00c3\u0178e II"", ""name"": ""Fahrzeugtechnik Koglbauer GmbH"", ""shop"": ""car_repair"", ""address"": ""Industriestra\u00dfe Ii 2, 2620 Ternitz, Austria""}",Fahrzeugtechnik Koglbauer GmbH
p-performance,"{""addr:city"": ""Knittefeld"", ""addr:country"": ""AT"", ""addr:housenumber"": ""26"", ""addr:postcode"": ""8720"", ""addr:street"": ""Niederfeldgasse"", ""email"": ""info@p-performance.at"", ""name"": ""p-performance"", ""phone"": ""+43 3512-71880"", ""service"": ""parts"", ""shop"": ""car_repair"", ""website"": ""https://www.p-performance.at/kontakt/impressum"", ""address"": ""Niederfeldgasse 26, 8720 Knittelfeld, Austria""}",p-performance
KarrosseriewerkstÃ¤tte Jalen,"{""name"": ""Karrosseriewerkst\u00c3\u00a4tte Jalen"", ""shop"": ""car_repair"", ""address"": ""Untere Tiebelgasse 5, 9560 Feldkirchen in K\u00e4rnten, Austria""}",KarrosseriewerkstÃ¤tte Jalen
Rudi's Kfz-Technik,"{""addr:city"": ""Niklasdorf"", ""addr:country"": ""AT"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""8712"", ""addr:street"": ""Waltenbach"", ""name"": ""Rudi's Kfz-Technik"", ""shop"": ""car_repair"", ""address"": ""Waltenbach 3, 8712 Niklasdorf, Austria""}",Rudi's Kfz-Technik
Mazda Fellner,"{""addr:city"": ""Neumarkt in der Steiermark"", ""addr:country"": ""AT"", ""addr:housenumber"": ""24"", ""addr:postcode"": ""8820"", ""addr:street"": ""K\u00c3\u00a4rntner Stra\u00c3\u0178e"", ""at_bev:addr_date"": ""2018-10-01"", ""name"": ""Mazda Fellner"", ""shop"": ""car_repair"", ""address"": ""K\u00e4rntner Stra\u00dfe 24, 8820 Neumarkt in der Steiermark, Austria""}",Mazda Fellner
TGS Motorrad R. Paullitsch,"{""addr:city"": ""Wies"", ""addr:housenumber"": ""1/3"", ""addr:postcode"": ""8551"", ""addr:street"": ""Altenmarkter Stra\u00c3\u0178e"", ""brand"": ""Aprilia;Sym"", ""motorcycle:parts"": ""yes"", ""motorcycle:repair"": ""yes"", ""motorcycle:sales"": ""yes"", ""name"": ""TGS Motorrad R. Paullitsch"", ""shop"": ""motorcycle_repair"", ""website"": ""https://www.tgs-motorrad.at/"", ""address"": ""Alte Stra\u00dfe 1, 8551 Wies, Austria""}",TGS Motorrad R. Paullitsch
KFZ Ortner,"{""addr:postcode"": ""8792"", ""name"": ""KFZ Ortner"", ""opening_hours"": ""Mo-Fr 07:30-12:00, 13:00-16:30"", ""phone"": ""0384222733"", ""shop"": ""car_repair"", ""address"": ""Hauptstra\u00dfe 6a, 8792 Sankt Peter-Freienstein, Austria""}",KFZ Ortner
Pirker Franz KFZ-Handels GmbH,"{""addr:city"": ""Obdach"", ""addr:country"": ""AT"", ""addr:housenumber"": ""24"", ""addr:place"": ""Kleinprethal"", ""addr:postcode"": ""8742"", ""email"": ""office@autopirker.at"", ""name"": ""Pirker Franz KFZ-Handels GmbH"", ""opening_hours"": ""Mo-Fr 08:00-12:00,13:30-17:00"", ""phone"": ""+43 664 210 72 67"", ""service"": ""repair"", ""shop"": ""car_repair"", ""website"": ""https://pirker-franz-kfz-handels-gmbh.motornetzwerk.at/kontakt/"", ""address"": ""Kleinprethal 24, 8742 Obdach, Austria""}",Pirker Franz KFZ-Handels GmbH
Wiesenhofer KFZ,"{""name"": ""Wiesenhofer KFZ"", ""shop"": ""car_repair"", ""address"": ""Naasgrabenweg 49, 8160 Naas, Austria""}",Wiesenhofer KFZ
KFZ Voit,"{""addr:city"": ""Kainbach bei Graz"", ""addr:country"": ""AT"", ""addr:housenumber"": ""377"", ""addr:postcode"": ""8047"", ""addr:street"": ""Ragnitzstra\u00c3\u0178e"", ""brand"": ""Alfa Romeo"", ""contact:email"": ""office@kfz-voit.at"", ""contact:mobile"": ""+43 676 4967193"", ""contact:phone"": ""+43 316 301341"", ""name"": ""KFZ Voit"", ""opening_hours"": ""Mo-Fr 09:00-12:00, 13:00-19:00; Sa 09:00-12:00"", ""shop"": ""car_repair"", ""source"": ""GeoImage.at High-Res"", ""website"": ""https://www.kfz-voit.at/"", ""address"": ""Rohrerweg, 8047 Kainbach bei Graz, Austria""}",KFZ Voit
Schlager Walter,"{""name"": ""Schlager Walter"", ""shop"": ""car_repair"", ""address"": ""Pischelsdorf 447, 8212 Pischelsdorf am Kulm, Austria""}",Schlager Walter
KFZ Hochegger,"{""name"": ""KFZ Hochegger"", ""shop"": ""car_repair"", ""address"": ""Klagenfurterstra\u00dfe 197, 9462 Bad St. Leonhard im Lavanttal, Austria""}",KFZ Hochegger
KFZ Leitold,"{""email"": ""office@kfz-leitold.at"", ""name"": ""KFZ Leitold"", ""opening_hours"": ""Mo-Th 07:30-12:00,13:30-17:00; Fr 07:30-14:00"", ""phone"": ""+43 3512 72152"", ""shop"": ""car_repair"", ""website"": ""https://www.kfz-leitold.at/"", ""address"": ""Triester Stra\u00dfe 11, 8724 Spielberg, Austria""}",KFZ Leitold
KLEDO Reisemobile GmbH,"{""addr:city"": ""Graz"", ""addr:housenumber"": ""66"", ""addr:postcode"": ""8055"", ""addr:street"": ""Gradnerstra\u00c3\u0178e"", ""name"": ""KLEDO Reisemobile GmbH"", ""opening_hours"": ""Mo-Fr 08:00-17:00; Sa 09:00-12:00"", ""operator"": ""KLEDO Reisemobile GmbH"", ""service:vehicle:inspection"": ""yes"", ""service:vehicle:used_car_sales"": ""yes"", ""shop"": ""car_repair"", ""source"": ""https://www.kledo.at/fahrzeuge.php"", ""vehicle:type"": ""caravan;camper_van"", ""address"": ""Gradnerstra\u00dfe 66, 8055 Graz, Austria""}",KLEDO Reisemobile GmbH
Auto Cinibulk KG,"{""addr:city"": ""Scheifling"", ""addr:country"": ""AT"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""8811"", ""addr:street"": ""K\u00c3\u00a4rntner Stra\u00c3\u0178e"", ""contact:phone"": ""+43 3582 23 10"", ""name"": ""Auto Cinibulk KG"", ""opening_hours"": ""Mo-Th 07:30-12:00, 13:00-16:30; Fr 07:30-12:00, 13:00-15:00"", ""shop"": ""car_repair"", ""website"": ""https://cinibulk.go1a.at/kontakt/"", ""address"": ""K\u00e4rntner Stra\u00dfe 5, 8811 Scheifling, Austria""}",Auto Cinibulk KG
KFZ Technik Painer,"{""addr:city"": ""Graz"", ""addr:housenumber"": ""42"", ""addr:postcode"": ""8041"", ""addr:street"": ""J\u00c3\u00a4gerweg"", ""name"": ""KFZ Technik Painer"", ""opening_hours"": ""Mo-Th 08:00-12:00, 13:00-17:00; Fr 08:00-12:00, 13:00-15:00"", ""operator"": ""Kurt Painer"", ""phone"": ""+43 316 424480"", ""shop"": ""car_repair"", ""source"": ""https://www.herold.at"", ""address"": ""J\u00e4gerweg 42, 8041 Graz, Austria""}",KFZ Technik Painer
Kurt Linditsch GmbH,"{""addr:city"": ""Graz"", ""addr:housenumber"": ""42"", ""addr:postcode"": ""8041"", ""addr:street"": ""J\u00c3\u00a4gerweg"", ""name"": ""Kurt Linditsch GmbH"", ""opening_hours"": ""Mo-Th 07:00-11:00, 11:45-16:00; Fr 07:00-12:30"", ""operator"": ""Kurt Linditsch"", ""phone"": ""+43 316 402727"", ""shop"": ""car_repair"", ""source"": ""https://www.herold.at;https://www.firmenabc.at/kurt-linditsch-gmbh_BEJb"", ""address"": ""J\u00e4gerweg 42, 8041 Graz, Austria""}",Kurt Linditsch GmbH
Welwich GmbH,"{""addr:city"": ""St. Stefan"", ""addr:housenumber"": ""60"", ""addr:postcode"": ""9431"", ""addr:street"": ""Klagenfurter Stra\u00c3\u0178e"", ""email"": ""welwich-kfz@aon.at"", ""fax"": ""+43 4352 81627"", ""name"": ""Welwich GmbH"", ""phone"": ""+43 4352 81230"", ""shop"": ""car_repair"", ""address"": ""Klagenfurter Stra\u00dfe 60, 9431 Wolfsberg, Austria""}",Welwich GmbH
Zorn,"{""addr:city"": ""Thannhausen"", ""addr:country"": ""AT"", ""addr:housenumber"": ""12"", ""addr:postcode"": ""8160"", ""addr:street"": ""Urtl-H\u00c3\u00b6he"", ""name"": ""Zorn"", ""operator"": ""Zorn Hein"", ""shop"": ""car_repair"", ""address"": ""Urtl-H\u00f6he 12, 8160 Thannhausen, Austria""}",Zorn
KFZ Kalcher,"{""addr:city"": ""Graz"", ""addr:housenumber"": ""44"", ""addr:postcode"": ""8010"", ""addr:street"": ""Petersgasse"", ""name"": ""KFZ Kalcher"", ""opening_hours"": ""Mo-Fr 08:00-12:00, 13:00-17:00"", ""phone"": ""+43 316 82 32 62"", ""shop"": ""car_repair"", ""source"": ""http://kalcher-kfz.at"", ""website"": ""http://kalcher-kfz.at"", ""address"": ""Petersgasse 44, 8010 Graz, Austria""}",KFZ Kalcher
KFZ-Weiss,"{""addr:city"": ""Kainbach bei Graz"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""8047"", ""addr:street"": ""Kapellenweg"", ""name"": ""KFZ-Weiss"", ""opening_hours"": ""Mo-Th 09:00-16:00; Fr 09:00-12:00"", ""phone"": ""+43 664 911 2 999"", ""service:vehicle:car_repair"": ""yes"", ""shop"": ""car_repair"", ""website"": ""https://www.kfz-weiss.at"", ""address"": ""Kapellenweg 4, 8047 Kainbach bei Graz, Austria""}",KFZ-Weiss
KFZ Schalk,"{""name"": ""KFZ Schalk"", ""shop"": ""car_repair"", ""address"": ""Am Leitersdorfberg 181, 8271 Bad Waltersdorf, Austria""}",KFZ Schalk
Opel Fior Voitsberg,"{""addr:city"": ""Voitsberg"", ""addr:country"": ""AT"", ""addr:housenumber"": ""130"", ""addr:postcode"": ""8570"", ""addr:street"": ""Grazer Vorstadt"", ""brand"": ""Opel"", ""brand:wikidata"": ""Q40966"", ""brand:wikipedia"": ""en:Opel"", ""contact:phone"": ""+43 3142 215 550"", ""name"": ""Opel Fior Voitsberg"", ""opening_hours"": ""Mo-Th 08:00-17:00; Fr 08:00-15:30"", ""shop"": ""car_repair"", ""website"": ""https://www.opelfior-voitsberg.at/werkstatt-und-zubehoer/opel-werkstatt/"", ""address"": ""Grazer Vorstadt 130, 8570 Voitsberg, Austria""}",Opel Fior Voitsberg
Fahrradladen Fernitz,"{""addr:city"": ""Fernitz"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""8072"", ""addr:street"": ""Peter Rosegger Stra\u00c3\u0178e"", ""amenity"": ""bicycle_repair_station"", ""compressed_air"": ""yes"", ""contact:phone"": ""+43 (0)664 8810 5510"", ""contact:website"": ""http://www.fahrradservice-fernitz.at/"", ""name"": ""Fahrradladen Fernitz"", ""opening_hours"": ""Mo,Sa 09:00-13:00; Tu-Fr 09:00-18:00; Su off"", ""operator"": ""Karl Maier"", ""service:bicycle:Bicycle_Sales_and_Service"": ""yes"", ""service:bicycle:charging"": ""yes"", ""service:bicycle:repair"": ""yes"", ""service:bicycle:tools"": ""yes"", ""shop"": ""bicycle"", ""address"": ""Fahrradladen Fernitz, Peter-Rosegger-Str. 1, Fernitz-Mellach, Styria 8072, Austria""}",Fahrradladen Fernitz
Krammer Automotive,"{""addr:city"": ""Voitsberg"", ""addr:country"": ""AT"", ""addr:housenumber"": ""111"", ""addr:postcode"": ""8570"", ""addr:street"": ""Grazer Vorstadt"", ""contact:phone"": ""+43 3142 220 20"", ""name"": ""Krammer Automotive"", ""opening_hours"": ""Mo-Fr 08:00-13:00, 14:00-18:00; Sa 08:00-12:00"", ""shop"": ""car_repair"", ""address"": ""Grazer Vorstadt 111, 8570 Voitsberg, Austria""}",Krammer Automotive
KFZ Mayer,"{""name"": ""KFZ Mayer"", ""shop"": ""car_repair"", ""address"": ""Auweg, 8942 W\u00f6rschach, Austria""}",KFZ Mayer
Gerold,"{""addr:city"": ""Sankt Lambrecht"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""8813"", ""addr:street"": ""Leitnersiedlung"", ""name"": ""Gerold"", ""phone"": ""03585 24674"", ""shop"": ""car_repair"", ""website"": ""http://www.kfz-gerold.at/"", ""address"": ""Leitnersiedlung 2, 8813 Sankt Lambrecht, Austria""}",Gerold
Schlagis Werkstatt,"{""name"": ""Schlagis Werkstatt"", ""shop"": ""car_repair"", ""address"": ""Unterer Breitenbachweg 69, 8225 P\u00f6llauberg, Austria""}",Schlagis Werkstatt
Prem Kurt Karosseriebautechnik Lackierer,"{""addr:city"": ""Graz"", ""addr:country"": ""AT"", ""addr:housenumber"": ""216"", ""addr:postcode"": ""8055"", ""addr:street"": ""Puchstra\u00c3\u0178e"", ""description"": ""Autolackierer"", ""email"": ""office@prem-kfz.at"", ""name"": ""Prem Kurt Karosseriebautechnik Lackierer"", ""opening_hours"": ""Mo-Th 08:00-17:00; Fr 08:00-15:00"", ""phone"": ""+43 664 73 04 51 77"", ""shop"": ""car_repair"", ""website"": ""http://www.prem-kfz.at"", ""address"": ""Puchstra\u00dfe 216, 8055 Graz, Austria""}",Prem Kurt Karosseriebautechnik Lackierer
Fastbox,"{""name"": ""Fastbox"", ""opening_hours"": ""Mo-Fr 08:00-18:00; Sa 08:00-12:00"", ""shop"": ""car_repair"", ""address"": ""Feldkirchner Stra\u00dfe 38, 9020 Klagenfurt am W\u00f6rthersee, Austria""}",Fastbox
Lagerhaus Gloggnitz,"{""addr:city"": ""Gloggnitz"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""2640"", ""addr:street"": ""Hofbauerstra\u00c3\u0178e"", ""name"": ""Lagerhaus Gloggnitz"", ""shop"": ""car_repair"", ""address"": ""Hofbauer-Stra\u00dfe 4, 2640 Gloggnitz, Austria""}",Lagerhaus Gloggnitz
Husaberg Winkler,"{""email"": ""husabergwinkler@aon.at"", ""mobile"": ""+43 664 5388816"", ""name"": ""Husaberg Winkler"", ""opening_hours"": ""Mo-Fr 09:00-18:00"", ""operator"": ""Kurt Winkler"", ""parts"": ""yes"", ""repair"": ""yes"", ""shop"": ""motorcycle"", ""website"": ""https://www.husaberg-winkler.at"", ""address"": ""Pichlhofen 71, 8756 Sankt Georgen ob Judenburg, Austria""}",Husaberg Winkler
KFZ-Technik Held OG,"{""addr:city"": ""Gabersdorf"", ""addr:housenumber"": ""118"", ""addr:postcode"": ""8424"", ""addr:street"": ""Landscha"", ""email"": ""office@kfz-held.at"", ""name"": ""KFZ-Technik Held OG"", ""phone"": ""0664 88188442"", ""shop"": ""car_repair"", ""website"": ""https://www.facebook.com/kfztechnikheld/about/?ref=page_internal"", ""address"": ""Landscha An Der Mur 118, 8424 Gabersdorf, Austria""}",KFZ-Technik Held OG
Fahrzeugreparatur Waltl,"{""addr:city"": ""Obervogau"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""8472"", ""addr:street"": ""Gewerbestra\u00c3\u0178e"", ""email"": ""fahrzeugreparaturwaltl@gmail.com"", ""name"": ""Fahrzeugreparatur Waltl"", ""phone"": ""0677 61813152"", ""shop"": ""car_repair"", ""website"": ""https://www.facebook.com/Fahrzeugreparatur-Waltl-1823113081334035/"", ""address"": ""Gewerbestra\u00dfe 7, 8472 Stra\u00df in Steiermark, Austria""}",Fahrzeugreparatur Waltl
KarosseriefachwerkstÃ¤tte Autospenglerei u. -lackiererei Christian HÃ¶dl,"{""name"": ""Karosseriefachwerkst\u00c3\u00a4tte Autospenglerei u. -lackiererei Christian H\u00c3\u00b6dl"", ""shop"": ""car_repair"", ""address"": ""Edelsbacherstra\u00dfe 157, 8332 Edelsbach bei Feldbach, Austria""}",KarosseriefachwerkstÃ¤tte Autospenglerei u. -lackiererei Christian HÃ¶dl
KFZ-WerkstÃ¤tte Markus Wolfger,"{""addr:city"": ""Metnitz"", ""addr:housenumber"": ""1a"", ""addr:postcode"": ""9363"", ""addr:street"": ""Oberhof-Schattseite"", ""email"": ""kfz.wolfger@aon.at"", ""level"": ""0"", ""name"": ""KFZ-Werkst\u00c3\u00a4tte Markus Wolfger"", ""opening_hours"": ""Mo-Th 07:45-12:00, 13:00-17:00; Fr 07:45-12:00, 13:00-15:30"", ""operator"": ""Markus Wolfger"", ""phone"": ""+4242678423"", ""shop"": ""car_repair"", ""website"": ""https://www.kfz-werkstaette-wolfger.at/"", ""address"": ""Oberhof-Schattseite 1a, 9363 Metnitz, Austria""}",KFZ-WerkstÃ¤tte Markus Wolfger
Lieskonig,"{""addr:city"": ""Neumarkt in der Steiermark"", ""addr:country"": ""AT"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""8820"", ""addr:street"": ""Schlo\u00c3\u0178leiten"", ""brand"": ""\u00c5\u00a0koda"", ""email"": ""gerhard.lieskonig@lieskonig.at"", ""name"": ""Lieskonig"", ""phone"": ""+43-3584-23100;+43-664-4181113"", ""shop"": ""car_repair"", ""website"": ""https://www.lieskonig.at/"", ""address"": ""Schlo\u00dfleiten 11, 8820 Neumarkt in der Steiermark, Austria""}",Lieskonig
Auto Technik PÃ¶lzl GmbH,"{""addr:city"": ""Gleinst\u00c3\u00a4tten"", ""addr:country"": ""AT"", ""addr:housenumber"": ""80"", ""addr:place"": ""Haslach"", ""addr:postcode"": ""8443"", ""at_bev:addr_date"": ""2018-10-01"", ""email"": ""office@auto-poelzl.at"", ""name"": ""Auto Technik P\u00c3\u00b6lzl GmbH"", ""opening_hours"": ""Mo-Th 08:00-12:00, 13:00-17:00; Fr 08:00-12:00, 13:00-15:30; PH off"", ""payment:cash"": ""yes"", ""payment:maestro"": ""yes"", ""phone"": ""+43 3457 26 978"", ""service:vehicle:batteries"": ""yes"", ""service:vehicle:brakes"": ""yes"", ""service:vehicle:car_parts"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:diagnostics"": ""yes"", ""service:vehicle:oil_change"": ""yes"", ""service:vehicle:painting"": ""yes"", ""service:vehicle:trailers"": ""yes"", ""service:vehicle:tyres"": ""yes"", ""service:vehicle:used_car_sales"": ""yes"", ""shop"": ""car_repair"", ""source"": ""GeoImage.at MaxRes"", ""website"": ""https://www.auto-poelzl.at"", ""address"": ""Sulmtal Stra\u00dfe, 8443 Gleinst\u00e4tten, Austria""}",Auto Technik PÃ¶lzl GmbH
Diabolic Bikes e.U.,"{""addr:city"": ""Ehrenhausen an der Weinstra\u00c3\u0178e"", ""addr:housenumber"": ""281"", ""addr:postcode"": ""8461"", ""addr:street"": ""Gamlitzer Stra\u00c3\u0178e"", ""name"": ""Diabolic Bikes e.U."", ""phone"": ""+43 664 1366086"", ""shop"": ""motorcycle_repair"", ""website"": ""http://www.diabolic-bikes.at/"", ""address"": ""Gamlitzer Stra\u00dfe 281, 8461 Ehrenhausen an der Weinstra\u00dfe, Austria""}",Diabolic Bikes e.U.
Neubauer Ges.m.b.H.,"{""addr:city"": ""Ehrenhausen an der Weinstra\u00c3\u0178e"", ""addr:housenumber"": ""283"", ""addr:postcode"": ""8461"", ""addr:street"": ""Gamlitzer Stra\u00c3\u0178e"", ""name"": ""Neubauer Ges.m.b.H."", ""phone"": ""+43 664 2065380"", ""shop"": ""car_repair"", ""address"": ""Gamlitzer Stra\u00dfe 283, 8461 Ehrenhausen an der Weinstra\u00dfe, Austria""}",Neubauer Ges.m.b.H.
KFZ-Technik Kneser,"{""addr:city"": ""Ehrenhausen an der Weinstra\u00c3\u0178e"", ""addr:housenumber"": ""281"", ""addr:postcode"": ""8461"", ""addr:street"": ""Gamlitzer Stra\u00c3\u0178e"", ""name"": ""KFZ-Technik Kneser"", ""phone"": ""+43 664 44310 85"", ""shop"": ""car_repair"", ""website"": ""https://www.kfz-kneser.at/"", ""address"": ""Gamlitzer Stra\u00dfe 281, 8461 Ehrenhausen an der Weinstra\u00dfe, Austria""}",KFZ-Technik Kneser
Herbert Mautner,"{""brand"": ""Toyota"", ""name"": ""Herbert Mautner"", ""shop"": ""car_repair"", ""address"": ""Marktstra\u00dfe 4, 2851 Krumbach, Austria""}",Herbert Mautner
Alois Handler Ges.m.b.H.,"{""brand"": ""Toyota"", ""name"": ""Alois Handler Ges.m.b.H."", ""service"": ""dealer;repair"", ""shop"": ""car"", ""address"": ""Puchberger Stra\u00dfe 65, 2630 Ternitz, Austria""}",Alois Handler Ges.m.b.H.
Wolfgang Denzel Auto AG,"{""brand"": ""Toyota"", ""brand:wikidata"": ""Q53268"", ""name"": ""Wolfgang Denzel Auto AG"", ""service"": ""dealer;repair"", ""shop"": ""car"", ""address"": ""Denzel Klagenfurt St. Veiter Stra\u00dfe, St. Veiter Stra\u00dfe 209, Klagenfurt am W\u00f6rthersee, Carinthia 9020, Austria""}",Wolfgang Denzel Auto AG
Autohaus Kumpusch,"{""brand"": ""Toyota"", ""brand:wikidata"": ""Q53268"", ""brand:wikipedia"": ""en:Toyota"", ""name"": ""Autohaus Kumpusch"", ""service:vehicle:car_repair"": ""yes"", ""shop"": ""car_repair"", ""website"": ""https://www.toyota.at/dealer/Gratwein/8112/Autohaus%20Kumpusch"", ""address"": ""Eggenfelder Stra\u00dfe 1, 8101 Gratkorn, Austria""}",Autohaus Kumpusch
Franz WÃ¶lfl GesmbH & Co KG,"{""brand"": ""Toyota"", ""name"": ""Franz W\u00c3\u00b6lfl GesmbH & Co KG"", ""shop"": ""car_repair"", ""website"": ""https://www.toyota.at/dealer/Graz/8020/Franz%20W%C3%B6lfl%20Ges.m.b.H.%20&%20Co.%20KG"", ""address"": ""Steinfeldgasse 47, 8020 Graz, Austria""}",Franz WÃ¶lfl GesmbH & Co KG
Lexus Service Graz,"{""brand"": ""Lexus"", ""name"": ""Lexus Service Graz"", ""shop"": ""car_repair"", ""website"": ""https://www.lexus.at/forms/find-a-retailer"", ""address"": ""Liebenauer Hauptstra\u00dfe 64, 8041 Graz, Austria""}",Lexus Service Graz
Autohaus Knoll,"{""brand"": ""Toyota"", ""name"": ""Autohaus Knoll"", ""service"": ""dealer;repair"", ""shop"": ""car"", ""address"": ""Obdacher Stra\u00dfe 52d, 8742 Obdach, Austria""}",Autohaus Knoll
Autohaus Prem GmbH,"{""addr:city"": ""Gro\u00c3\u0178steinbach"", ""addr:housenumber"": ""90"", ""addr:postcode"": ""8265"", ""addr:street"": ""Kroisbach"", ""brand"": ""Toyota"", ""name"": ""Autohaus Prem GmbH"", ""shop"": ""car_repair"", ""address"": ""Kroisbach 90, 8265 Gro\u00dfsteinbach, Austria""}",Autohaus Prem GmbH
